sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,description_specs,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
F:0474,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Style 15 Post Motor Filter for CleanView Upright Vacuums | 2032663",,,,,,,"Product Info Column",,No,No,No,,,2032663,,,,,,,,,,,,5.5000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",style-15-post-motor-filter-for-cleanview-upright-vacuums-2032663,style-15-post-motor-filter-for-cleanview-upright-vacuums-2032663.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0475,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Style 15 Post-Motor Filter for Upright Vacuums | 3282",,,,,,,"Product Info Column",,No,No,No,,,3282,,,,,,,,,,,,26.2500,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",style-15-post-motor-filter-for-upright-vacuums-3282,style-15-post-motor-filter-for-upright-vacuums-3282.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0476,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Post-Motor Carbon Filter for Powerforce Vacuums | 203-1194",,,,,,,"Product Info Column",,No,No,No,,,2031194,,,,,,,,,,,,5.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",post-motor-carbon-filter-for-powerforce-vacuums-203-1194,post-motor-carbon-filter-for-powerforce-vacuums-203-1194.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0477,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Style 18 Airetight HEPA Post-Motor Filter | 203-1473",,,,,,,"Product Info Column",,No,No,No,,,48G7,,,,,,,,,,,,29.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",style-18-airetight-hepa-post-motor-filter-203-1473,style-18-airetight-hepa-post-motor-filter-203-1473.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0478,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,Yes,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Inner Pleated Circular Filter - Fablue-s | 160-3520",,,,,,,"Product Info Column",,No,No,No,,,1603520,,,,,,,,,,,,0.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",inner-pleated-circular-filter-fablue-s-160-3520,inner-pleated-circular-filter-fablue-s-160-3520.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0479,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,Yes,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Febreze with Gain Scent Vacuum Filter | 1525G",,,,,,,"Product Info Column",,No,No,No,,,1525G,,,,,,,,,,,,0.0000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",febreze-with-gain-scent-vacuum-filter-1525g,febreze-with-gain-scent-vacuum-filter-1525g.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0480,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:02",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Filter Cup for BOLT Stick and Hand Vacuums | 160-4481",,,,,,,"Product Info Column",,No,No,No,,,1604481,,,,,,,,,,,,3.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:02",filter-cup-for-bolt-stick-and-hand-vacuums-160-4481,filter-cup-for-bolt-stick-and-hand-vacuums-160-4481.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0481,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Filter Assembly for Zing Canister Vacuums | 203-1772",,,,,,,"Product Info Column",,No,No,No,,,2031772,,,,,,,,,,,,6.9700,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",filter-assembly-for-zing-canister-vacuums-203-1772,filter-assembly-for-zing-canister-vacuums-203-1772.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0482,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Inner Circular Foam Filter for Upright Vacuums | 2038161",,,,,,,"Product Info Column",,No,No,No,,,2038161,,,,,,,,,,,,3.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",inner-circular-foam-filter-for-upright-vacuums-2038161,inner-circular-foam-filter-for-upright-vacuums-2038161.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0483,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Pre-Motor Filter for 3-in-1 Stick Vacuums | 2037424",,,,,,,"Product Info Column",,No,No,No,,,2037424,,,,,,,,,,,,2.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",pre-motor-filter-for-3-in-1-stick-vacuums-2037424,pre-motor-filter-for-3-in-1-stick-vacuums-2037424.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0484,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Style 14 Pre Motor Foam Filter for Upright Vacuums | 3290",,,,,,,"Product Info Column",,No,No,No,,,3290,,,,,,,,,,,,2.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",style-14-pre-motor-foam-filter-for-upright-vacuums-3290,style-14-pre-motor-foam-filter-for-upright-vacuums-3290.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0485,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Dirt Cup Foam Filter for select Canister Vacuums | 203-7258",,,,,,,"Product Info Column",,No,No,No,,,2037258,,,,,,,,,,,,2.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",dirt-cup-foam-filter-for-select-canister-vacuums-203-7258,dirt-cup-foam-filter-for-select-canister-vacuums-203-7258.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0486,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Pre-Motor Foam Filter for Healthy Home Vacuums | 203-1374",,,,,,,"Product Info Column",,No,No,No,,,2031374,,,,,,,,,,,,3.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",pre-motor-foam-filter-for-healthy-home-vacuums-203-1374,pre-motor-foam-filter-for-healthy-home-vacuums-203-1374.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0487,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Post-Motor Filter for Upright Vacuum Cleaners | 203-1009",,,,,,,"Product Info Column",,No,No,No,,,2031009,,,,,,,,,,,,1.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",post-motor-filter-for-upright-vacuum-cleaners-203-1009,post-motor-filter-for-upright-vacuum-cleaners-203-1009.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0488,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Febreze Foam Filter for Aeroswift Upright Vacuums | 160-0305",,,,,,,"Product Info Column",,No,No,No,,,1600305,,,,,,,,,,,,7.5000,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",febreze-foam-filter-for-aeroswift-upright-vacuums-160-0305,febreze-foam-filter-for-aeroswift-upright-vacuums-160-0305.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0489,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Pre Motor Filter for select Canister Vacuums | 203-7260",,,,,,,"Product Info Column",,No,No,No,,,2037260,,,,,,,,,,,,2.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",pre-motor-filter-for-select-canister-vacuums-203-7260,pre-motor-filter-for-select-canister-vacuums-203-7260.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0490,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Carbon Pre-Motor Filter for Cleanview Vacuums | 160-1501",,,,,,,"Product Info Column",,No,No,No,,,1601501,,,,,,,,,,,,2.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",carbon-pre-motor-filter-for-cleanview-vacuums-160-1501,carbon-pre-motor-filter-for-cleanview-vacuums-160-1501.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0491,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Pre Motor Filter for PowerLifter Pet Vacuums | 1604127",,,,,,,"Product Info Column",,No,No,No,,,1604127,,,,,,,,,,,,4.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",pre-motor-filter-for-powerlifter-pet-vacuums-1604127,pre-motor-filter-for-powerlifter-pet-vacuums-1604127.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0492,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:03",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Replacement Filter Pack for Powerglide Upright Vacuum Cleaners | 12118",,,,,,,"Product Info Column",,No,No,No,,,12118,,,,,,,,,,,,9.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:03",replacement-filter-pack-for-powerglide-upright-vacuum-cleaners-12118,replacement-filter-pack-for-powerglide-upright-vacuum-cleaners-12118.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0493,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:04",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Style 7 &amp; 9 Post-Motor Febreze Filter for Upright Vacuums | 27W81",,,,,,,"Product Info Column",,No,No,No,,,27W81,,,,,,,,,,,,7.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:04",style-7-and-9-post-motor-febreze-filter-for-upright-vacuums-27w81,style-7-and-9-post-motor-febreze-filter-for-upright-vacuums-27w81.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0494,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:04",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Style 8 &amp; 14 Post-Motor Febreze Filter for Upright Vacuums | 99K11",,,,,,,"Product Info Column",,No,No,No,,,99K11,,,,,,,,,,,,12.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:04",style-8-and-14-post-motor-febreze-filter-for-upright-vacuums-99k11,style-8-and-14-post-motor-febreze-filter-for-upright-vacuums-99k11.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0495,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:04",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Febreze BISSELL 9,10,12 Upright Vacuum Filter | 47N81",,,,,,,"Product Info Column",,No,No,No,,,47N81,,,,,,,,,,,,12.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:04",febreze-bissell-9-10-12-upright-vacuum-filter-47n81,febreze-bissell-9-10-12-upright-vacuum-filter-47n81.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0496,,Filters,simple,,,base,,,,,,,,,,,,,,,Bissell,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-27 14:06:04",,,,,,test,,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"Outer Circular Foam Filter for Powerforce Helix Turbo Vacuums | 160-6016",,,,,,,"Product Info Column",,No,No,No,,,1606016,,,,,,,,,,,,3.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,Yes,,test,,,,,No,,,,,1,,,2,,,"2016-04-27 14:06:04",outer-circular-foam-filter-for-powerforce-helix-turbo-vacuums-160-6016,outer-circular-foam-filter-for-powerforce-helix-turbo-vacuums-160-6016.html,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
